Name,Age,Quantity,Product Type,Distributor,Base Price,Margin,Total Price,Sold By,Date,Membership Number
Zarah,44,2,Silk Sarees,India,9797,264,1966,Zarah Bloodworth,4/27/2024,01JGGCHBEFJM2KH1RRFEHSY1BS
Myrtia,27,14,Silk Sarees,India,9947,65,8441,Myrtia Mazey,3/4/2024,01JGGCHBEGM0K87GXJCA9QAC7Z
Siobhan,56,6,Modern Sarees,India,888,265,5170,Siobhan Sellick,5/5/2024,01JGGCHBEHGDBWK3D3G5TCDYJY
Thomasa,70,11,Modern Sarees,India,7880,207,6195,Thomasa Bascomb,4/13/2023,01JGGCHBEJ7A44Y2J0CDFZ9CYD
Vicki,37,10,Silk Sarees,India,9917,31,7327,Vicki Alfonsetto,9/19/2022,01JGGCHBEKCNQKBVRPJ0CQM4YV
Terrie,79,2,Embroidered Sarees,India,9712,225,2824,Terrie Jepensen,4/1/2024,01JGGCHBEMHJZ8MEPTZ63M0XPE
Florance,78,13,Cotton Sarees,India,6194,165,9074,Florance Taft,8/3/2024,01JGGCHBENZCYBDZT7C96JGBF6
Leelah,48,8,Cotton Sarees,India,7114,218,6550,Leelah Crimmins,2/4/2024,01JGGCHBEPGMS06MVJXMJ8X4D1
Clareta,73,4,Regional Specials,India,2684,154,6310,Clareta Dredge,12/20/2024,01JGGCHBEQ9QBCJPVTB782303G
Fanchette,40,6,Silk Sarees,India,457,201,298,Fanchette Von Der Empten,8/3/2022,01JGGCHBER7KV8NFTKSVG16WJX
Milissent,57,9,Cotton Sarees,India,6000,331,8878,Milissent De Paepe,12/18/2023,01JGGCHBETCZSDA2A0J28B9YVF
Hana,38,5,Handloom Sarees,India,3663,13,9247,Hana Norssister,7/30/2023,01JGGCHBEVJ8NFC05YRR1FVP1T
Esme,53,5,Silk Sarees,India,265,225,7400,Esme Humble,7/18/2022,01JGGCHBEWQH7C5GYHCVV7JQBE
Celle,22,6,Handloom Sarees,India,9718,88,3870,Celle Newvill,12/2/2023,01JGGCHBEXW24NZQWDC478YCM3
Edie,34,4,Modern Sarees,India,5880,87,6622,Edie Doswell,11/1/2023,01JGGCHBEYZXGBDMM9VJTM3NHH
Selene,80,10,Regional Specials,India,8491,44,1360,Selene Berget,8/27/2022,01JGGCHBEZY28FVQ12QV287MVB
Denice,63,11,Regional Specials,India,4219,323,7868,Denice Rissom,1/30/2024,01JGGCHBF0C0GB1TXVNND3GEKM
Robinet,20,4,Embroidered Sarees,India,9904,124,7498,Robinet Threadgold,6/22/2024,01JGGCHBF196W6T8YYZCWTWG4B
Gretchen,27,9,Cotton Sarees,India,6149,235,2321,Gretchen Campbell,8/2/2022,01JGGCHBF2DKFY0WXFWJT6TDGZ
Lina,36,12,Handloom Sarees,India,5155,208,1841,Lina Clubbe,7/1/2023,01JGGCHBF3PNTY8SH4KP5WTPHP
Dyana,77,1,Modern Sarees,India,8871,125,6443,Dyana Veart,2/7/2024,01JGGCHBF4095Y3HQ475RKNXAC
Lynde,52,7,Modern Sarees,India,4749,151,2061,Lynde Baish,11/21/2023,01JGGCHBF61MGJNSDE1SR8ASEB
Reggie,22,13,Cotton Sarees,India,7108,2,813,Reggie Skeates,7/27/2022,01JGGCHBF7A7X8VGN4DE404AHT
Sherri,62,14,Cotton Sarees,India,106,248,1585,Sherri Bordes,6/30/2024,01JGGCHBF85VREQTRV8SES53EK
Ailina,33,6,Modern Sarees,India,8018,318,6795,Ailina Patron,3/7/2023,01JGGCHBF95MBJME5S0RS8XXCF
Leta,45,13,Silk Sarees,India,7262,151,3525,Leta Bessell,9/27/2023,01JGGCHBFAYM4346ATKDZ686BK
Mae,60,6,Regional Specials,India,2935,7,7343,Mae Newport,7/22/2023,01JGGCHBFBR3P48GCRM5B6237T
Vanni,65,3,Modern Sarees,India,6932,385,7928,Vanni Trodler,11/7/2022,01JGGCHBFCE5HDBB876TM6HDGT
Helenka,35,14,Regional Specials,India,1357,80,9699,Helenka Morrice,7/9/2024,01JGGCHBFDS8SCY7HNAV0B7S80
Casey,64,4,Modern Sarees,India,2767,212,17,Casey Upstell,11/29/2024,01JGGCHBFEGDAHMKVHPM6QZ5SK
Cherise,22,5,Cotton Sarees,India,369,337,36,Cherise Najafian,9/11/2023,01JGGCHBFF44RRVXJAJ96KHH09
Fedora,33,4,Modern Sarees,India,233,326,3170,Fedora Gaenor,6/22/2023,01JGGCHBFGZPPE7YJZXXNJC12B
Fawn,23,15,Modern Sarees,India,3077,195,4864,Fawn Roches,10/26/2022,01JGGCHBFHSEBTVSD18WW33T86
Devonne,75,7,Regional Specials,India,4062,65,2260,Devonne Hartgill,1/14/2023,01JGGCHBFJE9E7NTR9RC4Y5BCZ
Kirsten,42,2,Embroidered Sarees,India,7944,149,1823,Kirsten Weeds,3/15/2023,01JGGCHBFKRTH9WXB2EHB5FK7H
Eolanda,36,3,Cotton Sarees,India,2509,78,895,Eolanda Hulse,7/18/2023,01JGGCHBFMGESGNCDBHT81KRR2
Babb,43,4,Cotton Sarees,India,9500,161,7582,Babb Dood,4/24/2023,01JGGCHBFNRGK15RMGWTJDSY2R
Michelle,25,4,Handloom Sarees,India,3305,291,6493,Michelle Silburn,1/31/2023,01JGGCHBFPKKQS33A1RFARJ9V5
Bethanne,34,8,Embroidered Sarees,India,5732,225,2202,Bethanne Roswarn,8/31/2023,01JGGCHBFQ4D6TVCV7T98MVGHP
Francisca,78,7,Handloom Sarees,India,3723,377,3593,Francisca Caret,3/5/2023,01JGGCHBFRN9A4X4P0M1T7V41D
Karmen,30,14,Silk Sarees,India,3190,3,2353,Karmen MacPike,4/16/2023,01JGGCHBFTRH0A3NY4MZK6NNP1
Karry,54,15,Silk Sarees,India,3286,46,9283,Karry Pettegree,12/5/2022,01JGGCHBFV3AJ304K5GAAQBNJ5
Caryl,56,7,Handloom Sarees,India,8867,248,7966,Caryl Smiley,8/18/2023,01JGGCHBFW55RJX9C8QC4BJEX9
Kendra,20,4,Modern Sarees,India,7255,38,6436,Kendra Balam,6/20/2024,01JGGCHBFXHTAJA4F9AM9HZS1G
Gerry,44,1,Silk Sarees,India,5762,209,719,Gerry Comar,3/9/2023,01JGGCHBFY89W30SSBY37H3RN7
Myrtie,31,1,Silk Sarees,India,1083,388,7092,Myrtie Mallabon,1/31/2023,01JGGCHBFZDV524FRF1RN4G97K
Kathye,68,1,Handloom Sarees,India,9164,127,1931,Kathye MacAlpine,1/12/2024,01JGGCHBG05R519C4SXKWED0G2
Eudora,68,2,Cotton Sarees,India,1602,3,9411,Eudora Crose,6/26/2022,01JGGCHBG11R6T24F7ZD5HHGKD
Averil,80,7,Handloom Sarees,India,2605,294,3790,Averil Possek,7/12/2023,01JGGCHBG2NBW38QV4YQK2FAAN
Lenora,39,13,Modern Sarees,India,8191,259,7148,Lenora Martynov,3/24/2023,01JGGCHBG3WTT73ZW3MFRDYP7C
Nelli,29,10,Embroidered Sarees,India,2796,37,8726,Nelli Hoy,10/11/2024,01JGGCHBG4BE9NQDMM10V0ST2N
Morgen,34,9,Modern Sarees,India,5159,372,4310,Morgen Taks,12/13/2024,01JGGCHBG563Q4TE1VQ70KQEGD
Blinni,32,1,Embroidered Sarees,India,4119,351,35,Blinni Arlett,5/20/2024,01JGGCHBG655SQZ65TB2PWKAK8
Karleen,64,8,Regional Specials,India,1175,394,4221,Karleen Claiden,6/28/2022,01JGGCHBG7NS3X2ABCDQCQ04E6
Carmella,64,3,Embroidered Sarees,India,2277,176,9139,Carmella Steers,9/28/2024,01JGGCHBG8EG1WC6W08V0J23ZQ
Jillie,54,1,Regional Specials,India,4690,45,6772,Jillie Chrichton,9/5/2023,01JGGCHBG92J1JETJTRD0J2H8B
Birgitta,57,11,Handloom Sarees,India,518,253,1357,Birgitta Blundon,7/22/2024,01JGGCHBGAGBJDM13KSYN02E52
Mariya,49,1,Regional Specials,India,8924,15,125,Mariya Kiraly,10/18/2024,01JGGCHBGB3FR4GPCGTB5FPTE1
Christel,45,10,Modern Sarees,India,2391,158,9764,Christel Pentycross,7/21/2022,01JGGCHBGDSZRYA9H5SQKCDA2K
Aleece,70,9,Embroidered Sarees,India,7894,158,3662,Aleece Fernando,10/3/2024,01JGGCHBGEN0EC3BGJ7GHKFAGN
Katy,71,6,Modern Sarees,India,689,52,8680,Katy Bonsall,12/13/2022,01JGGCHBGFEGMMES4R3HD463AN
Marabel,37,10,Handloom Sarees,India,7127,157,1775,Marabel Stang-Gjertsen,10/15/2024,01JGGCHBGGNRKG76BV41X1W321
Petronia,33,2,Handloom Sarees,India,7215,291,2822,Petronia Ogus,2/9/2023,01JGGCHBGHXYPBE86DE7W00H4A
Nesta,23,1,Modern Sarees,India,4356,79,4625,Nesta Roughey,10/14/2022,01JGGCHBGJF1DN65D9ABZH0Y1M
Janie,68,8,Handloom Sarees,India,1305,13,2040,Janie Petican,12/22/2023,01JGGCHBGKMH2DNENGWKW3Y1N5
Mirabel,23,4,Handloom Sarees,India,3318,188,6148,Mirabel Vivien,9/11/2024,01JGGCHBGMAFXBNN0X6PBVMQ9H
Darsie,60,13,Modern Sarees,India,8905,321,6789,Darsie Gregorace,6/7/2024,01JGGCHBGNYVPZPV6MGQWEN0XY
Natalee,24,10,Embroidered Sarees,India,4923,278,3009,Natalee Borkin,11/5/2023,01JGGCHBGPWG1MGJB9CM47D0EZ
Erminie,66,1,Handloom Sarees,India,3606,233,4417,Erminie Dionsetto,5/10/2024,01JGGCHBGQFGWR7HFS311ZHN62
Mercedes,42,11,Regional Specials,India,9537,189,3058,Mercedes Whitcher,11/27/2022,01JGGCHBGRWYV0XYTAF3G4Z9AV
Kathy,44,1,Modern Sarees,India,2315,378,8713,Kathy Goaley,11/12/2024,01JGGCHBGS14RY4C83JYXPR6WQ
Ariadne,42,8,Regional Specials,India,2542,337,2145,Ariadne De Bruin,7/31/2023,01JGGCHBGT742VEMHSBXDDKHYM
Belia,64,2,Embroidered Sarees,India,739,223,2536,Belia Jina,2/22/2024,01JGGCHBGW2DZXZB3J2YN6FMQ5
Arlen,46,11,Embroidered Sarees,India,5460,220,6902,Arlen Deaville,4/28/2024,01JGGCHBGXBBRQ2JBF9B0K6TQD
Harlie,66,9,Modern Sarees,India,8820,340,1201,Harlie Ventum,2/21/2023,01JGGCHBGY4ZFQXQ4GK6H1026F
Brynne,36,11,Modern Sarees,India,6940,54,6675,Brynne Bowcher,7/8/2022,01JGGCHBGZ1PK7TY171Z7HJXB3
Melita,54,11,Cotton Sarees,India,3594,94,6494,Melita Gallegos,8/3/2022,01JGGCHBH0DD60H9QZ9HANSSEV
Willabella,38,2,Silk Sarees,India,7527,260,7493,Willabella Maltster,9/29/2022,01JGGCHBH14VNXBYK4JEN4PENH
Veronika,55,4,Embroidered Sarees,India,7859,392,4791,Veronika Stelljes,9/4/2024,01JGGCHBH2Q0BKCF8SW9BM7A37
Modestia,60,1,Cotton Sarees,India,4718,192,5642,Modestia McCumesky,9/10/2024,01JGGCHBH3R2GDK7N50MPD421E
Shannah,28,1,Handloom Sarees,India,4453,351,800,Shannah Le Hucquet,11/1/2023,01JGGCHBH4F01VGNQTSMK4DE4H
Willetta,64,4,Regional Specials,India,2253,44,4002,Willetta Ferro,9/15/2023,01JGGCHBH5VWYP4E9RZ1HDZRR8
Missie,69,14,Modern Sarees,India,8265,152,3904,Missie Diglin,10/22/2022,01JGGCHBH62088B324X0B5M8ZX
Lela,37,2,Cotton Sarees,India,1804,145,8591,Lela Smitton,3/2/2023,01JGGCHBH7VEXKNG45KX1X5EHB
Leeanne,42,13,Silk Sarees,India,5796,312,8168,Leeanne Caras,8/15/2022,01JGGCHBH8STWYWZQTQ0PDET06
Zonda,74,8,Cotton Sarees,India,4226,15,2098,Zonda Kwiek,9/13/2023,01JGGCHBH96W8ADZM5Z7Y0NA6C
Carly,51,15,Silk Sarees,India,7571,29,7521,Carly Dursley,8/25/2022,01JGGCHBHATGCWW9P33K5QBYBS
Sadella,26,13,Silk Sarees,India,696,72,9602,Sadella Lidgey,10/25/2023,01JGGCHBHC60VX3X9G9H4YRYNA
Justine,55,5,Cotton Sarees,India,8820,39,8326,Justine Ney,8/10/2023,01JGGCHBHDPVH08N13WVGYG2VP
Tally,74,2,Cotton Sarees,India,7556,17,5931,Tally Palmer,7/13/2024,01JGGCHBHE1ZJSVE0FF6792QX5
Cristen,29,15,Regional Specials,India,4023,80,1171,Cristen Justis,8/31/2024,01JGGCHBHF2D0F1T3EQ8NCVVQ9
Edyth,23,5,Embroidered Sarees,India,2479,13,3935,Edyth Hargreaves,4/3/2024,01JGGCHBHG9JZB182ZW7FP1FH6
Shaina,65,12,Regional Specials,India,8644,236,9165,Shaina Comiskey,8/9/2024,01JGGCHBHH4MFP93SWCE93W7PK
Janeczka,75,11,Embroidered Sarees,India,7583,258,4349,Janeczka Duckerin,7/10/2024,01JGGCHBHJMZR1AV2101KGV292
Fayre,69,12,Silk Sarees,India,397,317,5473,Fayre Rippin,9/20/2024,01JGGCHBHK214GCPCDGGC3P6KB
Jenny,22,3,Regional Specials,India,8088,334,849,Jenny Pretorius,4/19/2023,01JGGCHBHMCEJYDN8CDGAFKWZZ
Tomasine,24,15,Cotton Sarees,India,7163,88,1982,Tomasine Brownhill,4/19/2024,01JGGCHBHNJAGTRP19CDJDH25F
Bobine,57,9,Regional Specials,India,5213,130,1854,Bobine Shrubsall,3/3/2023,01JGGCHBHPMQHTT30CP95YPM3T
Rachelle,20,7,Modern Sarees,India,7609,32,7805,Rachelle Eagling,9/20/2023,01JGGCHBHQZF9YD4JJR60SHP8C
Jemmy,39,1,Embroidered Sarees,India,369,127,483,Jemmy Sacker,7/3/2024,01JGGCHBHRQ1VC7HBQ92FTV4SQ
Saundra,27,14,Regional Specials,India,7689,121,7251,Saundra Lowman,5/15/2023,01JGGCHBHS8T64XEVHFV0GM28Z
Domeniga,29,10,Cotton Sarees,India,6153,347,4002,Domeniga Bearfoot,3/23/2024,01JGGCHBHVVA94W8FXQTM0YPXW
Cara,80,5,Modern Sarees,India,6444,165,87,Cara Henric,11/27/2022,01JGGCHBHW7TD1BG09TY3QZ15W
Dedra,55,3,Embroidered Sarees,India,6210,37,9020,Dedra Cowill,9/12/2023,01JGGCHBHX1T6GRWBM6PSW2T5V
Norrie,36,13,Embroidered Sarees,India,4942,119,4421,Norrie Faloon,9/16/2024,01JGGCHBHYX2RSB0EENCT6PX6K
Barbette,59,3,Handloom Sarees,India,850,21,3305,Barbette Tarbin,8/17/2022,01JGGCHBHZKH2VDP27XQDYQHY6
Gussi,42,10,Embroidered Sarees,India,4120,4,8254,Gussi Connold,3/31/2023,01JGGCHBJ0W2EWCXCX4XSPWF2X
Delores,68,10,Regional Specials,India,4375,155,7798,Delores Belfelt,3/4/2024,01JGGCHBJ1A62GJQRV0ZZVJXTM
Saloma,27,11,Silk Sarees,India,7434,365,8468,Saloma Crittal,11/2/2022,01JGGCHBJ21ATFKDBQCGGVWJX9
Kiah,29,8,Handloom Sarees,India,7024,353,1609,Kiah Layne,5/24/2023,01JGGCHBJ34GMVZJGDVZG8CN52
Harriott,62,6,Regional Specials,India,5316,136,5978,Harriott Riepel,7/6/2022,01JGGCHBJ47JP289JPPGFM8B8N
Annice,38,3,Handloom Sarees,India,6033,52,1835,Annice Jollands,4/29/2024,01JGGCHBJ5MNC5ZCCPJV67C9R4
Mallorie,39,7,Handloom Sarees,India,6943,396,2270,Mallorie Merrett,6/18/2023,01JGGCHBJ6Z6XBT5DW2Z3HNEAR
Buffy,32,14,Handloom Sarees,India,922,342,4460,Buffy Fragino,7/22/2024,01JGGCHBJ70TPZWBMDENRDTJ40
Verile,41,13,Handloom Sarees,India,7770,276,6451,Verile Buyers,9/5/2022,01JGGCHBJ8REH0J54EMKK14JRT
Jeni,66,12,Regional Specials,India,7712,135,822,Jeni Spurdon,12/24/2024,01JGGCHBJ91S6NDDR8N45X0WWP
Deanna,67,9,Embroidered Sarees,India,2232,4,8558,Deanna Fillis,9/30/2022,01JGGCHBJA2TK53T2K767JQN5R
Mable,42,12,Regional Specials,India,3932,175,7580,Mable Melrose,9/3/2023,01JGGCHBJBAZ7S8J5RC1GZAWWZ
Kelsi,77,9,Handloom Sarees,India,8238,155,8065,Kelsi Coffee,11/1/2024,01JGGCHBJC6V9BWTHRMBFTWR8Q
Alyss,64,13,Embroidered Sarees,India,3173,154,1899,Alyss Bowering,7/15/2023,01JGGCHBJEW1DPMZRFNH6Y59XJ
Hillary,52,14,Handloom Sarees,India,1472,248,3044,Hillary Powder,9/13/2022,01JGGCHBJF18MT4NMCSEZG70ZA
Penelope,50,2,Embroidered Sarees,India,2418,162,4858,Penelope Archdeacon,7/18/2022,01JGGCHBJGCEJ5XWGM5DJFGV3D
Florinda,42,6,Cotton Sarees,India,7052,363,786,Florinda Shambrooke,2/7/2024,01JGGCHBJHH1978X3Y0PTKWV8T
Britta,23,2,Embroidered Sarees,India,6192,324,0,Britta Middler,12/15/2022,01JGGCHBJJHSZRWZYTEZBCXZ17
Annice,76,14,Embroidered Sarees,India,3665,268,288,Annice Malham,11/19/2023,01JGGCHBJK022HEGZG858PDB0A
Kippy,79,4,Silk Sarees,India,114,198,413,Kippy Tant,8/29/2023,01JGGCHBJMHACMNTR3ERWWKQ90
Ronda,49,9,Handloom Sarees,India,5934,344,2419,Ronda Bircher,9/25/2022,01JGGCHBJNZZC5VT8AM692WN0T
Salome,59,12,Embroidered Sarees,India,7437,28,9825,Salome Ebdin,8/24/2022,01JGGCHBJP96R8CG0E1PVZX1J5
Catherine,36,4,Embroidered Sarees,India,2576,80,1809,Catherine Pailin,6/1/2023,01JGGCHBJQN4MJZPTRQJ0TFWEQ
Milissent,55,1,Regional Specials,India,489,79,5670,Milissent Wigzell,11/9/2023,01JGGCHBJRNYC9XWHW85DEKCXN
Hana,62,13,Embroidered Sarees,India,7936,16,8488,Hana Durkin,7/27/2023,01JGGCHBJT67VXQF4JE7X6XSVC
Camel,64,15,Cotton Sarees,India,4328,386,3954,Camel Keir,10/3/2022,01JGGCHBJVJ3KNCSE60BV6Z39N
Minne,21,3,Handloom Sarees,India,9655,209,5220,Minne Rotherham,12/30/2023,01JGGCHBJWVM8MS0BGRKDQTBRR
Faun,27,14,Silk Sarees,India,7673,38,2984,Faun Phetteplace,6/16/2023,01JGGCHBJXYPPNZ9GG0WQ813RY
Farrand,74,5,Cotton Sarees,India,3781,197,4002,Farrand Billinge,11/9/2022,01JGGCHBJY4XECGBXGBET7QJV5
Marilyn,30,1,Handloom Sarees,India,2032,181,335,Marilyn Bea,8/1/2022,01JGGCHBJZY4Y3KPK3YWYW7RMA
Othilie,80,9,Embroidered Sarees,India,4501,393,8638,Othilie Betteney,10/31/2023,01JGGCHBK03FR78TC340Q90Z0Z
Mina,43,10,Cotton Sarees,India,8582,296,5604,Mina Cokayne,11/11/2024,01JGGCHBK1CSR4RCA6CW94TCRG
Callida,27,2,Modern Sarees,India,2690,60,1425,Callida Ickowicz,5/13/2023,01JGGCHBK22MKH7HBZAXGTDR7D
Valaria,47,12,Silk Sarees,India,9417,369,9631,Valaria Ainslee,4/16/2023,01JGGCHBK3ES3T386T8Z4YHG7Z
Reeva,40,7,Cotton Sarees,India,6194,303,4879,Reeva Bassill,7/12/2024,01JGGCHBK4XCHM1PYSXV37WJG2
Farrand,31,10,Handloom Sarees,India,6121,321,8792,Farrand Harkus,4/6/2024,01JGGCHBK54V410XJV1ENT28AS
Samara,35,4,Modern Sarees,India,4771,33,2842,Samara Crellim,12/4/2022,01JGGCHBK68QQBGD8FC2HDBM9Z
Berty,79,7,Handloom Sarees,India,7826,12,5799,Berty Copnall,6/24/2022,01JGGCHBK8JCD5WPJVZ065B9XV
Wally,21,13,Cotton Sarees,India,113,297,9575,Wally Kendall,3/25/2024,01JGGCHBK9EE4WNET0KY9B386Z
Faina,23,7,Silk Sarees,India,1273,2,318,Faina Burbank,8/14/2022,01JGGCHBKAV85CDN2XPXSRQBJ9
Erma,40,1,Silk Sarees,India,2675,218,5033,Erma Jerschke,10/18/2022,01JGGCHBKB9HF0G8SP2AKWS0X4
Adelaida,31,11,Modern Sarees,India,9162,122,4835,Adelaida Shefton,10/15/2022,01JGGCHBKCQ9VQF6D9V7MKXVXT
Aurelie,44,15,Regional Specials,India,950,386,3456,Aurelie Fleming,8/8/2022,01JGGCHBKDVQS8AHZD6DKEN1W9
Claudie,37,14,Modern Sarees,India,2775,34,1281,Claudie Dust,4/10/2023,01JGGCHBKE0A0XR1R6HZF66YHG
Viv,58,13,Silk Sarees,India,1494,85,6722,Viv Willcocks,2/15/2024,01JGGCHBKFWGGQ54BEWGN9AANR
Valaria,60,10,Cotton Sarees,India,1550,371,8824,Valaria Thyng,12/9/2022,01JGGCHBKGDWDPPKVM9F09W9CC
Alexandra,77,10,Modern Sarees,India,580,153,9819,Alexandra Hirjak,9/17/2023,01JGGCHBKHMF2V9KF6HHPMBCSA
Jennica,72,15,Embroidered Sarees,India,5707,319,8665,Jennica Flindall,9/18/2024,01JGGCHBKJE71GKC8P8TYJZMB2
Ainslee,65,6,Modern Sarees,India,9235,97,1541,Ainslee Daintrey,8/2/2024,01JGGCHBKM4S9WYXTJAAK6XSWZ
Gaynor,28,8,Embroidered Sarees,India,5826,341,379,Gaynor Corwin,6/13/2023,01JGGCHBKMAYQ9C47H1N1VBKVH
Tiffie,55,7,Handloom Sarees,India,7872,200,4402,Tiffie Roffe,7/21/2023,01JGGCHBKP3S4KXF4PQNC1AHQB
Tess,78,12,Cotton Sarees,India,6663,295,6236,Tess Blockley,3/19/2024,01JGGCHBKQWXCNB7DN2R6SCYJY
Enrichetta,69,3,Silk Sarees,India,8042,277,3490,Enrichetta Barney,10/17/2022,01JGGCHBKR16M0KDHPGZ6RQ6Y7
Alejandrina,69,11,Handloom Sarees,India,7590,375,9282,Alejandrina Chilles,6/15/2023,01JGGCHBKSFYYAN64RWFTQ1C8N
Dale,62,4,Regional Specials,India,527,356,9182,Dale Lummis,2/14/2023,01JGGCHBKT4TFFVRHZ8C4C48Z3
Danielle,20,3,Silk Sarees,India,638,151,8227,Danielle Gate,7/16/2022,01JGGCHBKVZFH0WN1EH2Y9E61X
Mellisa,75,2,Silk Sarees,India,7473,57,550,Mellisa Beynke,10/13/2024,01JGGCHBKWA7BKX4VPX1098GGM
Therine,30,11,Regional Specials,India,9823,96,5970,Therine Trulock,3/29/2024,01JGGCHBKXVZ1K7RGA0REGZYR3
Marlene,36,1,Cotton Sarees,India,450,109,1143,Marlene Voden,11/20/2023,01JGGCHBKY4AFQ42Y201289B1M
Marlo,56,14,Cotton Sarees,India,3400,10,9902,Marlo Bubbins,4/17/2024,01JGGCHBKZ1EG40XKTTRF5AP9V
Constantia,48,6,Handloom Sarees,India,3530,391,2470,Constantia Wildblood,6/8/2024,01JGGCHBM03JECV1YHXCXBR72W
Marleah,70,6,Regional Specials,India,2746,127,5258,Marleah Hopfer,5/6/2023,01JGGCHBM24G0SG1PZQDGWQ13M
Karin,51,6,Embroidered Sarees,India,4775,281,245,Karin Rediers,12/8/2023,01JGGCHBM3NB3TAKGTTWD56GE8
Dedie,76,13,Handloom Sarees,India,7144,260,2496,Dedie Halward,7/30/2024,01JGGCHBM42S0KJCP3AG91PFTQ
Dulci,47,4,Silk Sarees,India,5841,19,379,Dulci Langshaw,10/9/2023,01JGGCHBM5RN509NY8E6GKX5QD
Jesse,75,1,Silk Sarees,India,3554,213,846,Jesse Spradbery,10/29/2022,01JGGCHBM6QGT1GMXA0T03ZARB
Dee dee,59,6,Modern Sarees,India,5585,214,9274,Dee dee Pickance,4/16/2024,01JGGCHBM729K9X667XJPXCK63
Diandra,77,2,Embroidered Sarees,India,8978,190,7230,Diandra Bessey,6/21/2024,01JGGCHBM8S4HAY03B9441EYTJ
Jobina,24,15,Embroidered Sarees,India,2484,193,7401,Jobina Hunting,10/22/2022,01JGGCHBM9PN6HBC9GD4QH7GVW
Micky,64,15,Regional Specials,India,3704,58,9636,Micky Peverell,12/1/2024,01JGGCHBMA7V6MPS6BRSEA84HS
Henrie,68,10,Modern Sarees,India,4019,220,8885,Henrie Semkins,9/12/2022,01JGGCHBMBH51J53B7HXGPKXSA
Alyce,44,5,Silk Sarees,India,1962,43,7655,Alyce Atwel,12/19/2023,01JGGCHBMC884X3HFFTJ6T7YRR
Binni,56,7,Handloom Sarees,India,4883,0,1264,Binni Cossentine,12/15/2022,01JGGCHBMEZSG766CHEJ0636M4
Amargo,34,5,Modern Sarees,India,1182,195,1656,Amargo Weighell,3/23/2023,01JGGCHBMF1FVD85DQ4DPEA9GF
Cherrita,79,12,Modern Sarees,India,6175,160,6763,Cherrita Luety,10/25/2024,01JGGCHBMGMJJSQYBGXYRYPW6T
Babbette,74,2,Embroidered Sarees,India,9474,297,1839,Babbette Morshead,10/19/2023,01JGGCHBMH2A1RV9D66HG345BM
Juliana,20,10,Handloom Sarees,India,836,376,7332,Juliana Thieme,2/29/2024,01JGGCHBMJ2EW3DFYB170JV5CQ
Frank,34,10,Cotton Sarees,India,4580,346,5885,Frank Westmore,12/1/2022,01JGGCHBMKQKDBF7ZGS8V0Q73V
Gerhardine,63,11,Silk Sarees,India,8481,350,9404,Gerhardine Tripon,11/18/2022,01JGGCHBMMXCYVGFGNYK17SFK4
Debee,24,5,Modern Sarees,India,2010,96,2343,Debee Rimer,5/2/2023,01JGGCHBMN56BPS4KZDA8RXM3C
Caty,22,15,Modern Sarees,India,2844,355,8490,Caty Denk,9/17/2022,01JGGCHBMP1D75D61WA3JQ58RQ
Bobine,68,3,Regional Specials,India,3383,201,4918,Bobine Gert,3/30/2023,01JGGCHBMREPR79M0426ZGFKJD
